,TOOK,TOMB,SUGG,PRPO,PRLA,LIRO,FLNT,CRAM,BLWA,BARC
0.47296142578125,0.00023945857214064805,1.2898887407022291e-05,9.594965769920768e-05,5.8903642055591265e-06,4.924703974559778e-05,7.480930363191428e-06,2.2123131993841948e-05,8.966636474025518e-07,1.25797256990493e-05,5.185177154457233e-06
0.4730224609375,0.0002593800423447558,1.4304474805467227e-05,0.00010203947336808132,6.567338850360777e-06,4.815824263666443e-05,6.406659728055092e-06,2.0565298160199154e-05,1.2294893329503933e-06,1.4101813358914523e-05,4.6014589869419176e-06
0.47308349609375,0.0002810152190165476,1.5369435047790623e-05,0.00010937388338669117,6.801511604711217e-06,4.841907341624779e-05,5.309921985870085e-06,1.7749356013034475e-05,1.5905073107213893e-06,1.5489981850878416e-05,4.310967180349352e-06
0.47314453125,0.0003034114699660165,1.6031237295549793e-05,0.00011766532883581653,6.503503809917962e-06,5.027738533047791e-05,4.26016883759921e-06,1.378712927041631e-05,1.960663108232126e-06,1.670549210038502e-05,4.383841456538906e-06
0.47320556640625,0.0003256170400590108,1.625188551692151e-05,0.00012636278482529076,5.732058371836699e-06,5.3815200438882125e-05,3.314023250634467e-06,9.259427641984208e-06,2.3185513003518436e-06,1.772710247721509e-05,4.835427940937388e-06
0.4732666015625,0.000346732710430664,1.6020508806276943e-05,0.0001346667319351306,4.66969674946949e-06,5.891460965868687e-05,2.510236051814642e-06,5.116173878172401e-06,2.6417187258759126e-06,1.8553074328376438e-05,5.617196648896084e-06
0.47332763671875,0.00036594108686302773,1.5354085565975877e-05,0.000141590003495513,3.569190553263515e-06,6.52461546428942e-05,1.8685581763590595e-06,2.455544678738e-06,2.908238893591006e-06,1.920185261813141e-05,6.61837701675619e-06
0.473388671875,0.00038251471309068945,1.4296269942326941e-05,0.00014606276551242076,2.6855533762724677e-06,7.22837771246106e-05,1.3920782690083272e-06,2.233257501382262e-06,3.0984572103768543e-06,1.971165196503791e-05,7.67885210183356e-06
0.47344970703125,0.00039581217473679556,1.2914438816993671e-05,0.0001470716504329187,2.2111403248613983e-06,7.934700132244308e-05,1.072207475682187e-06,4.976582559525361e-06,3.1967675373701266e-06,2.013906164747248e-05,8.611888905008566e-06
0.4735107421875,0.00040527677838993594,1.1295213267910559e-05,0.0001438153485575137,2.2297676176131913e-06,8.566716556510997e-05,8.95371990213718e-07,1.0582169556518661e-05,3.1932492122621143e-06,2.055657155102527e-05,9.233466210579019e-06
0.47357177734375,0.0004104530846958902,9.538817560344859e-06,0.0001358533744363091,2.700177839390649e-06,9.047079916040564e-05,8.505110798698405e-07,1.826005171830354e-05,3.084977502608413e-06,2.1048715699287733e-05,9.393618389757246e-06
0.4736328125,0.0004110316478800498,7.75271234793528e-06,0.00012322267401060992,3.471295951296212e-06,9.3070244784401e-05,9.365518014691867e-07,2.6651558866637734e-05,2.8768262987919966e-06,2.1706440485525112e-05,9.004600005058794e-06
0.47369384765625,0.0004069225528491872,6.044971748700151e-06,0.0001064990758594655,4.323670732141405e-06,9.29498867576287e-05,1.1690453723624594e-06,3.410465232026218e-05,2.5816141207022707e-06,2.2619415085007827e-05,8.060930160871982e-06
0.4737548828125,0.00039834614340620103,4.517865534537702e-06,8.67873695685796e-05,5.025328439343747e-06,8.983623033163563e-05,1.5850808429109e-06,3.904766839230475e-05,2.219503557279085e-06,2.386634130300319e-05,6.647489014869278e-06
0.47381591796875,0.00038591815552244243,3.2620612721521582e-06,6.56341742625687e-05,5.3874325101363484e-06,8.374171424010481e-05,2.245503220535337e-06,4.037298118264855e-05,1.8166454148469524e-06,2.550384819650652e-05,4.933652863639171e-06
