,TOOK,TOMB,SUGG,PRPO,PRLA,LIRO,FLNT,CRAM,BLWA,BARC
0.4393310546875,0.2722848927262638,0.14775064282850103,0.038768091336760346,5.929438718898605e-05,0.00889371322200599,0.6217823686118235,0.17922007531705889,0.13236805675249547,0.06196199442411497,0.00011721037291003596
0.43939208984375,0.2829011925226228,0.15510114188983806,0.029753435731230696,5.844709528378681e-05,0.0070086230420687,0.6349629992084236,0.1656999136820157,0.11680487284028278,0.05955780045995572,0.00012223884520063514
0.439453125,0.2884164327372527,0.16072754842658646,0.025513857212493316,5.820724916314014e-05,0.005310290955750215,0.6412918270759728,0.1453756747629668,0.10387058759119742,0.054720256832982275,0.0001258977456838515
0.43951416015625,0.28749640979204943,0.1643790053182907,0.024829683372043332,5.86760402806316e-05,0.003817187190487714,0.6398926056626747,0.12034756392302295,0.09515148558152763,0.0483568523568204,0.00012792225117982508
0.4395751953125,0.2798911759935663,0.16588545784487937,0.02634904196094812,5.9776363698448926e-05,0.002561015377708334,0.6301576601712278,0.09389570225391215,0.09190376675460302,0.0414303647715426,0.0001281645389018243
0.43963623046875,0.26646300110103094,0.1651685061518811,0.02874766794613844,6.12714866992712e-05,0.0015838020345105431,0.6118396585455314,0.07011192640935014,0.09489741615333012,0.034795797297489564,0.00012660430959163816
0.439697265625,0.2490267155922494,0.16224983138643817,0.03088445135644,6.282455547257273e-05,0.0009322186028394885,0.5851198595629558,0.05338999832484244,0.10428731530756027,0.02907414249188226,0.00012335017750107202
0.43975830078125,0.23003497097893733,0.15725614489878137,0.03193764674450729,6.408404552153552e-05,0.0006496886252481604,0.5506422516122909,0.04783896434564588,0.11953333087648639,0.024581853142095562,0.00011863183171198292
0.4398193359375,0.21216700977394246,0.15041959673223368,0.03150830625696896,6.477349588078688e-05,0.0007671965441059114,0.5095067787973304,0.05669880666727741,0.13939045787251733,0.02132401536983161,0.00011278353409068473
0.43988037109375,0.19789409183502424,0.14207273134509718,0.029680420831833913,6.476264674626418e-05,0.001294049526377222,0.46321977965048305,0.08184037852988586,0.1619847077013496,0.01904744134461113,0.0001062201392604465
0.43994140625,0.18909574373833918,0.13263739530195737,0.0270312015294488,6.410176502915335e-05,0.0022100849666723513,0.41360512030532315,0.12342216775926572,0.18498020198344015,0.017339323343228397,9.940735695675816e-05
0.44000244140625,0.18678902451549334,0.1226074590814396,0.024589549333896208,6.301030006330833e-05,0.003460890709611555,0.36268449290670657,0.17975593530419098,0.20582895299723472,0.01574953839869704,9.282838871786557e-05
0.4400634765625,0.1910108631682286,0.11252576678208984,0.023745623577382687,6.182264802045291e-05,0.004957448525005309,0.31253922879088275,0.2474047601863262,0.22207930847930832,0.013911397334506853,8.694932961675987e-05
0.44012451171875,0.20086565778262647,0.10295631089363898,0.026119075107417004,6.090471593571777e-05,0.006581188651603574,0.2651681765842559,0.3215048125269721,0.23170501617010267,0.011637038030723574,8.218581317099742e-05
0.440185546875,0.21472186947660446,0.09445317405281098,0.03339752347749914,6.056235981465993e-05,0.008194764295517848,0.22235641566923442,0.39627116740597484,0.2334075054669205,0.008969367246938052,7.887328745844091e-05
0.44024658203125,0.23051718494820583,0.08752821688598668,0.047159846607379825,6.096474913883267e-05,0.009657984132446975,0.18556782445359682,0.4656228268052869,0.22684194191308907,0.0061813008920285776,7.724304932369639e-05
0.4403076171875,0.24611578334146067,0.08261976241757621,0.06870052755843672,6.210181446161354e-05,0.01084739477841418,0.15587111316411476,0.5238465109259095,0.21272433768283264,0.0037233523986602646,7.740575013740748e-05
0.44036865234375,0.2596555307491784,0.08006459340662861,0.0988714975231306,6.378621500070467e-05,0.011677138807103936,0.13390442037267924,0.5662148306103684,0.1927922881782143,0.0021304697360449826,7.934355053301825e-05
0.4404296875,0.26982788916621775,0.08007542361596101,0.13795659499861287,6.569899584787884e-05,0.012118095691908548,0.11987866644946453,0.5894824192375795,0.1696137480292562,0.0019066484800246645,8.291148134112784e-05
0.44049072265625,0.27604755035522505,0.08272563779434104,0.1855910373806415,6.746718799862486e-05,0.012212093629868782,0.11361528863200551,0.5922019083908024,0.14626311961394872,0.003409917325243805,8.784790804674058e-05
0.4405517578125,0.27848946464845087,0.08794255328241621,0.24073441322137093,6.875380136540245e-05,0.012078259972156872,0.11461039191762284,0.5748271876675201,0.12590734570319737,0.006760137898926983,9.379334382686917e-05
