,TOOK,TOMB,SUGG,PRPO,PRLA,LIRO,FLNT,CRAM,BLWA,BARC
0.1134033203125,3.8699292932360473e-05,0.0001275474012013079,1.1975938124673637e-06,1.2975677054232746e-06,9.419093121463862e-10,6.726827309395388e-06,4.835567903193824e-06,5.2772477336271186e-05,0.00040952557794131595,3.7931945968067144e-10
0.11346435546875,3.793507759022647e-05,0.00012899463737386344,1.2071095256289298e-06,1.292265509406309e-06,2.0444237189842883e-10,7.313585469939222e-06,5.275295180813237e-06,5.422597183549707e-05,0.00040766487666368334,4.694690353168618e-10
0.113525390625,3.7461493730009384e-05,0.000127925894098607,1.2162823733588021e-06,1.3288749246873198e-06,2.8240861458450775e-09,7.905189817531518e-06,5.396402468592608e-06,5.4304349755177315e-05,0.00040494515116182257,5.653013183357191e-10
0.11358642578125,3.7363243004473736e-05,0.00012434611004111254,1.2242259832914657e-06,1.4103369838165028e-06,7.299055921494719e-09,8.475547335044234e-06,5.174886782720657e-06,5.2988216062781485e-05,0.00040129376964817104,6.765379486065251e-10
0.1136474609375,3.765834969212517e-05,0.00011839248261045232,1.2303352849520042e-06,1.5301719633930144e-06,1.2121588641596305e-08,8.995597064509483e-06,4.650812163666768e-06,5.041161366088976e-05,0.0003967256901523651,8.134569591892435e-10
0.11370849609375,3.829477893025701e-05,0.00011032675319617451,1.2343288297729282e-06,1.6734980456817666e-06,1.6058518707599214e-08,9.435905684192485e-06,3.912894544743381e-06,4.684573933723307e-05,0.0003913355453180969,9.839157598050259e-10
0.11376953125,3.915846879982637e-05,0.00010052067218669971,1.2362386532497623e-06,1.819857680559164e-06,1.83575590849656e-08,9.769608403407158e-06,3.07528275009873e-06,4.266860410842807e-05,0.0003852787932788027,1.190636410315324e-09
0.11383056640625,4.009132039293794e-05,8.943546501873852e-05,1.2363535996493275e-06,1.9472369078236213e-06,1.8845150869894892e-08,9.975282734857367e-06,2.252667942018788e-06,3.832364574766029e-05,0.00037874557662709714,1.4291794655540923e-09
0.1138916015625,4.091608484413533e-05,7.759647454299094e-05,1.2351293955743833e-06,2.036415207349651e-06,1.790310128453398e-08,1.0039340707079066e-05,1.5395944807657353e-06,3.427139673511932e-05,0.00037193185293910085,1.6869856755638758e-09
0.11395263671875,4.146406090474299e-05,6.556443674140182e-05,1.23308357563663e-06,2.0747270914955786e-06,1.6334245157349384e-08,9.957591236658298e-06,9.98191242736624e-07,3.093909052622841e-05,0.0003650124999071255,1.943762337829581e-09
0.114013671875,4.1601213375196706e-05,5.390503814371377e-05,1.2306948645642833e-06,2.058458466559164e-06,1.5147808693349476e-08,9.735747428122186e-06,6.560028313166118e-07,2.8673452010175442e-05,0.0003581204735614163,2.1733293311550933e-09
0.11407470703125,4.124874692637057e-05,4.3158492272134225e-05,1.2283246331256453e-06,1.993404847874123e-06,1.530936787893634e-08,9.388812445246606e-06,5.128695994656538e-07,2.7701779379567907e-05,0.0003513348538574445,2.3468278426110404e-09
0.1141357421875,4.0395200330613794e-05,3.38108542775104e-05,1.2261730149117712e-06,1.8935154928007973e-06,1.750583642734106e-08,8.939445264151849e-06,5.535814099454125e-07,2.8105737617554712e-05,0.00034467898827212826,2.4369572095574853e-09
