,TOOK,TOMB,SUGG,PRPO,PRLA,LIRO,FLNT,CRAM,BLWA,BARC
0.0,0.830186690142072,0.797311736342252,0.09454544544865469,0.6625931763946942,0.1017706904105669,0.17558307177805155,0.15768871941865345,0.7581510579176095,0.7555833681820606,0.033913751386146516
6.103515625e-05,1.2389906391604553,1.1902519579757456,0.14109458740954184,0.9880758142275327,0.15159766008450343,0.26203895804050514,0.23535263155787242,1.1313091336448478,1.1277530858082865,0.05071313607197628
0.0001220703125,0.041646683121351516,0.0400371600446057,0.004752867933857809,0.03335868865797234,0.005125358892902055,0.00882496072989796,0.007930339822147612,0.0380591046733267,0.037940986403597436,0.0017045172617370164
0.00018310546875,0.003271009120471254,0.003156256257454973,0.0003793319746623708,0.0027185701245858963,0.0004259682741834743,0.0007040118746295671,0.0006348755479897708,0.003010819934600601,0.0029987153481719608,0.00013176833131790672
0.000244140625,0.0008687147519447527,0.0008434708464643416,0.0001034966711228632,0.0007674680516000296,0.0001243097529497317,0.00019211899761343727,0.00017429137391714456,0.0008095063896555643,0.0008050890548302172,3.393663165963453e-05
0.00030517578125,0.0004335138158216745,0.0004232494373451033,5.286567694470383e-05,0.0004031703716796287,6.721070713067429e-05,9.826922838916768e-05,8.96275057136346e-05,0.00040833006972112545,0.0004057205231340608,1.6424557645818168e-05
0.0003662109375,0.0002931080411104037,0.0002872990983706634,3.629520519959058e-05,0.0002815790598870546,4.787190934652991e-05,6.760985607498261e-05,6.190054792844545e-05,0.0002780183780156336,0.0002762104745963967,1.0860711045484135e-05
0.00042724609375,0.00022828355765106868,0.00022445254853506582,2.856013804319902e-05,0.00022381123091759107,3.857531494902868e-05,5.333211853347121e-05,4.897248934588278e-05,0.00021750911384450092,0.00021621146418605172,8.33234500439329e-06
0.00048828125,0.0001907766218341038,0.000188111505872217,2.4055345245607543e-05,0.0001896680757004383,3.3033506900825195e-05,4.5040653580095225e-05,4.146667220937755e-05,0.00018235404959485486,0.00018145389435640606,6.892129604047239e-06
0.00054931640625,0.0001656604341904787,0.00016382619582157418,2.1029594785087557e-05,0.00016643988675930156,2.9238844488441382e-05,3.9489065297966125e-05,3.644829802870314e-05,0.00015874468331345107,0.00015819019886368024,5.942807736289266e-06
0.0006103515625,0.00014708724110766788,0.0001459202451024478,1.8790229935033722e-05,0.00014904736230948764,2.6381856902299728e-05,3.5393444953213426e-05,3.275411668654334e-05,0.00014124888042909756,0.0001410128036182686,5.252119853910433e-06
0.00067138671875,0.0001323543183928318,0.00013176279293144376,1.701448483356746e-05,0.00013510563513432385,2.407974945834772e-05,3.215522397374619e-05,2.9840654495214656e-05,0.00012734745621964375,0.00012741293229229797,4.713280678129229e-06
0.000732421875,0.00012006087292461371,0.0001199861215235115,1.5533925855652204e-05,0.00012336466775910807,2.213079296972517e-05,2.9461656979208735e-05,2.7423339874374004e-05,0.0001157313744743944,0.00011608553253936079,4.271075646014398e-06
0.00079345703125,0.00010942152320798319,0.00010982058165719686,1.425355631956073e-05,0.00011311860091615436,2.0420646753074542e-05,2.713598431154917e-05,2.53409529577338e-05,0.00010566533351848449,0.00010629607216282949,3.894514859055684e-06
0.0008544921875,9.997190886143068e-05,0.00010080896829789087,1.3116894407424467e-05,0.00010394867293529211,1.888133600909725e-05,2.5072791873377607e-05,2.3497072864562073e-05,9.67140235311782e-05,9.760832616787913e-05,3.5651786675716803e-06
0.00091552734375,9.142772165976521e-05,9.266959640684739e-05,1.208915700364377e-05,9.559854811767462e-05,1.7471257962197646e-05,2.3206907738151906e-05,2.183187516253992e-05,8.861070127716459e-05,8.975376576097437e-05,3.2716677933519074e-06
0.0009765625,8.361104037922351e-05,8.522470266610469e-05,1.1148433248940571e-05,8.790848421233544e-05,1.6164581214885868e-05,2.149708953455793e-05,2.0307330513808048e-05,8.118836469596147e-05,8.256320787321784e-05,3.0067177442334062e-06
0.00103759765625,7.640905140858409e-05,7.836031808900998e-05,1.0280721954423505e-05,8.077812636594888e-05,1.4945233746268982e-05,1.9916859844524873e-05,1.889888588985075e-05,7.434111956215683e-05,7.59284802268049e-05,2.7655896636953862e-06
0.0010986328125,6.974958122578306e-05,7.200249137071627e-05,9.476982967779344e-06,7.414429842591843e-05,1.3803301770543648e-05,1.8449063880675275e-05,1.7590523765952517e-05,6.80012497273408e-05,6.9779689902165e-05,2.5451214220062757e-06
0.00115966796875,6.358592852884814e-05,6.61025607058482e-05,8.731306061443963e-06,6.796715287466697e-05,1.2732774420765614e-05,1.7082489855471063e-05,1.6371693824391247e-05,6.21249878856137e-05,6.40711306372634e-05,2.343142866679664e-06
0.001220703125,5.78871289093117e-05,6.062771084439068e-05,8.039734072550769e-06,6.222123381325901e-05,1.1730079788880783e-05,1.5809694647321185e-05,1.5235338752852967e-05,5.6683375525490965e-05,5.8772237757769736e-05,2.15810327728135e-06
